eleve;el*3896;Christina;Stephens;2041-05-11;Rue de Ransart (LT);198;6042;Charleroi;Lodelinsart;S-TZL-353
eleve;el*6876;Jessica;Kelley;2038-12-09;Avenue Centrale;58;6001;Charleroi;Marcinelle;S-PLK-412
eleve;el*4301;Ronald;Rocha;2042-07-26;Rue des Chanterelles;83;6030;Charleroi;Goutroux;S-WQF-916
eleve;el*266;David;Jones;2037-03-10;Avenue Eugène Mascaux;645;6001;Charleroi;Marcinelle;S-JBZ-997
eleve;el*5427;Lori;Noble;2039-03-07;Chaussée de Bruxelles (JT);237;6040;Charleroi;Jumet;S-EVO-656
eleve;el*4966;Mariah;Miranda;2041-07-31;Chemin du Tierne;5;6150;Anderlues;Anderlues;S-AAK-056
eleve;el*7356;Mark;Oconnor;2038-04-25;Chaussée de Bascoup;9 / 37;6150;Anderlues;Anderlues;S-SJR-933
eleve;el*1453;Heather;Jones;2036-04-10;Rue de la Poste;15 / RC00;6010;Charleroi;Couillet;S-LMD-742
eleve;el*956;Matthew;Parks;2036-11-30;Avenue Paul Pastur;87;6032;Charleroi;Mont-sur-Marchienne;S-JCH-923
eleve;el*5834;Steven;Coffey;2042-02-04;Rue Joseph Lefèvre;71E;6030;Charleroi;Marchienne-au-Pont;S-CMM-207
eleve;el*3769;Jamie;Santos;2037-04-10;Rue Georges Tourneur;6 / 012;6030;Charleroi;Marchienne-au-Pont;S-LFI-341
eleve;el*4035;Sabrina;Woods;2038-03-22;Rue de Gouy;10;6183;Courcelles;Trazegnies;S-BTF-950
Prof;pr204;Joseph;Black;2085-03-26;Rue Léon Dufays;27;6200;Châtelet;Bouffioulx;2-FZG-797
eleve;el*3478;Mariah;Hunter;2036-02-07;Rue Lison;3 / 022;6060;Charleroi;Gilly;S-BFT-012
eleve;el*1077;Cory;Donovan;2040-11-14;Rue de la Station (LT);72;6042;Charleroi;Lodelinsart;S-JBH-773
Prof;pr99;Tony;Dougherty;2057-08-16;Rue du Ry de Saint-Ry;7;6200;Châtelet;Bouffioulx;1-NWC-008
eleve;el*2694;Keith;Gonzales;2041-01-15;Rue de Marchienne (CH);17 / 011;6000;Charleroi;Charleroi;S-LZB-290
eleve;el*2235;Richard;Henson;2035-12-27;Avenue du Panorama;43;6001;Charleroi;Marcinelle;S-JRP-815
eleve;el*1916;Sean;Grimes;2035-11-30;Rue Prévôt;44 / 000B;6200;Châtelet;Bouffioulx;S-HJD-384
eleve;el*949;Margaret;Blankenship;2040-08-20;Rue Philippe Monnoyer;10;6180;Courcelles;Courcelles;S-DJK-322
eleve;el*5292;Robert;Avila;2039-09-10;Rue des Aiselies (RX);47;6044;Charleroi;Roux;S-GBN-257
eleve;el*3736;Dana;Freeman;2036-11-10;Rue de la Piscine;29;6180;Courcelles;Courcelles;S-CZL-239
eleve;el*3314;Carl;Gardner;2039-02-15;Rue Draily (CH);61;6000;Charleroi;Charleroi;S-VRP-804
eleve;el*7972;Alicia;Brown;2036-10-01;Rue de Châtelineau;30;6060;Charleroi;Gilly;S-MUO-262
eleve;el*6946;Phyllis;Lopez;2035-03-25;Rue du Canal;17;6181;Courcelles;Gouy-lez-Piéton;S-PSV-893
eleve;el*5807;Stacey;Thomas;2036-07-12;Rue du Fort;39;6000;Charleroi;Charleroi;S-VIJ-315
eleve;el*6814;Johnathan;Ferguson;2037-03-07;Rue Vandendorpel;34;6042;Charleroi;Lodelinsart;S-NWW-949
eleve;el*5398;Mitchell;Durham;2038-01-25;Rue de Ligny;12;6221;Fleurus;Saint-Amand;S-MWI-221
eleve;el*3631;Scott;Nelson;2042-04-16;Rue des Guides;22 / 0002;6061;Charleroi;Montignies-sur-Sambre;S-UDM-188
eleve;el*1961;Thomas;Mendez;2042-06-30;Rue Royale;124;6030;Charleroi;Marchienne-au-Pont;S-NEZ-096
eleve;el*4894;Timothy;Castaneda;2036-05-07;Place Franco-Belge;20;6200;Châtelet;Châtelet;S-ZJS-291
eleve;el*4996;Tamara;Smith;2038-02-18;Rue du Pays de Liège;15;6061;Charleroi;Montignies-sur-Sambre;S-BPI-995
eleve;el*5629;Theresa;Warner;2035-04-24;Rue Emile Vandervelde;107;6182;Courcelles;Souvret;S-LBN-785
eleve;el*7978;Melissa;Riley;2041-10-31;Rue Notre-Dame;195;6200;Châtelet;Châtelet;S-WXF-149
eleve;el*7297;Jared;Fisher;2035-11-23;Rue de Châtelet;19;6224;Fleurus;Wanfercée-Baulet;S-HZH-182
eleve;el*286;Oscar;Moses;2042-06-06;Avenue d'Azebois;74;6041;Charleroi;Gosselies;S-HDD-071
eleve;el*4676;Gregory;Martin;2035-12-16;Rue de la Glane;7;6040;Charleroi;Jumet;S-OKA-883
Prof;pr210;Mallory;Lee;2078-05-15;Rue de la Résistance;8C;6183;Courcelles;Trazegnies;2-MHK-291
eleve;el*5509;Diana;Aguirre;2043-01-06;Faubourg de Bruxelles;106;6041;Charleroi;Gosselies;S-YJA-032
eleve;el*4124;Mary;Oliver;2042-10-27;Boulevard de l'Yser;1 / 021;6000;Charleroi;Charleroi;S-FSA-766
eleve;el*2356;Brittany;Stevens;2043-01-23;Rue des Carrières (MM);65;6032;Charleroi;Mont-sur-Marchienne;S-FFT-952
eleve;el*1857;Lisa;Harper;2039-12-24;Rue du Point du Jour;18;6032;Charleroi;Mont-sur-Marchienne;S-EGA-111
eleve;el*2766;Carmen;Gentry;2039-12-05;Rue de Gilly;298;6200;Châtelet;Châtelineau;S-BRJ-579
eleve;el*4477;James;Johnson;2038-07-04;Place du Vanériau;7;6150;Anderlues;Anderlues;S-KIM-429
eleve;el*363;Kimberly;Phillips;2039-04-19;Rue des Carrières (MM);43;6032;Charleroi;Mont-sur-Marchienne;S-GKF-151
eleve;el*4088;Robert;Wells;2039-03-18;Chaussée de Ransart;288;6060;Charleroi;Gilly;S-UHS-362
eleve;el*3745;Christina;Robertson;2037-02-08;Rue des Aises;99;6060;Charleroi;Gilly;S-XZF-401
eleve;el*6246;Christopher;Simpson;2038-04-09;Chaussée de Gilly;121;6220;Fleurus;Fleurus;S-ZYD-113
eleve;el*6154;Eddie;Hansen;2039-09-16;Rue de la Paix (MT);175 / ES1;6061;Charleroi;Montignies-sur-Sambre;S-JCF-323
eleve;el*915;Mark;Lopez;2039-04-05;Rue du Nord;30;6180;Courcelles;Courcelles;S-QJW-051
eleve;el*58;Patricia;Gomez;2041-05-13;Rue Sainte-Anne;18 / 2;6220;Fleurus;Fleurus;S-JRT-761
eleve;el*7859;Diane;Williams;2037-03-05;Rue de Heigne (CH);15 / 012;6000;Charleroi;Charleroi;S-CIA-548
eleve;el*6184;Justin;Molina;2040-08-24;Rue des Fusillés;15;6040;Charleroi;Jumet;S-XDV-757
Prof;pr438;Aaron;Smith;2055-09-29;Rue de Marcinelle (CT);57;6010;Charleroi;Couillet;2-OAC-783
eleve;el*1032;Tyler;Waller;2040-05-17;Rue de la Chaussée;7;6183;Courcelles;Trazegnies;S-QKJ-468
eleve;el*5604;Mark;Mays;2036-04-14;Rue de l'Agasse;21;6044;Charleroi;Roux;S-KXY-456
eleve;el*1450;Samuel;Olsen;2035-10-25;Chaussée de Thuin;243;6150;Anderlues;Anderlues;S-VJP-115
eleve;el*909;Crystal;Daniels;2039-03-11;Rue Flache Madame;2;6044;Charleroi;Roux;S-DCT-969
eleve;el*950;Carrie;Webb;2038-04-19;Ruelle Lalieu;35;6060;Charleroi;Gilly;S-UXJ-260
eleve;el*6308;Ronnie;Sullivan;2041-08-20;Rue Télesphore Lemal;20;6043;Charleroi;Ransart;S-RGS-420
eleve;el*4667;Sara;Johnson;2038-11-15;Rue du Fond de la Biche;5;6030;Charleroi;Goutroux;S-PGY-441
eleve;el*2231;Sara;Stone;2037-03-05;Rue de Wanfercée-Baulet;123 / 2;6224;Fleurus;Wanfercée-Baulet;S-OGX-215
eleve;el*6691;Debra;Chan;2037-01-06;Avenue Albert Ier (MM);28 / O3/2;6032;Charleroi;Mont-sur-Marchienne;S-EZA-878
eleve;el*4574;Samantha;Caldwell;2036-06-03;Rue de Montigny;31;6000;Charleroi;Charleroi;S-NMJ-550
eleve;el*4561;Amanda;Morales;2042-12-17;Rue Nicolas Lancelot;49;6031;Charleroi;Monceau-sur-Sambre;S-PSP-856
eleve;el*2795;Lindsey;Fletcher;2039-03-03;Avenue de Philippeville;221 / 11;6001;Charleroi;Marcinelle;S-NNO-382
eleve;el*3462;Matthew;Haas;2038-03-22;Allée Général de Gaulle;50;6032;Charleroi;Mont-sur-Marchienne;S-YRW-970
eleve;el*766;Angela;Andrews;2039-05-24;Rue Bongousse;16;6060;Charleroi;Gilly;S-ZTB-028
eleve;el*170;Shannon;Wells;2042-07-25;Rue Deulin François;10;6040;Charleroi;Jumet;S-SDZ-778
Prof;pr380;Katelyn;Woodard;2087-12-26;Rue de la Croix-Rouge (CH);1 / 061;6000;Charleroi;Charleroi;1-IAO-187
eleve;el*5882;James;Chan;2039-10-27;Rue du Pont Neuf (CH);41;6000;Charleroi;Charleroi;S-CIG-505
eleve;el*8357;Joseph;Walker;2038-07-10;Cité des Frères Réunis;25 / 0008;6200;Châtelet;Châtelineau;S-VKT-071
eleve;el*1137;Jessica;Moore;2041-05-06;Rue des Ecoles (MS);26;6031;Charleroi;Monceau-sur-Sambre;S-ICY-130
eleve;el*2438;Michael;Smith;2038-07-30;Avenue de la Terrienne;11;6220;Fleurus;Lambusart;S-TIC-238
eleve;el*6910;Jeffery;Gutierrez;2037-03-23;Rue Nestor Falise;97;6180;Courcelles;Courcelles;S-EBQ-382
Prof;pr153;Nancy;Nunez;2046-11-09;Rue Junius Massau;33;6041;Charleroi;Gosselies;2-VIE-311
eleve;el*7287;Dana;Perez;2040-09-23;Boulevard Joseph Tirou;135 / 04/7;6000;Charleroi;Charleroi;S-TZD-064
eleve;el*7995;Preston;Oconnell;2042-11-14;Rue Ferrer;13 / 011;6000;Charleroi;Charleroi;S-KJB-899
eleve;el*6511;Kaitlyn;Herrera;2038-03-27;Rue François Reconnu;43;6061;Charleroi;Montignies-sur-Sambre;S-GEL-925
eleve;el*1710;Helen;Carlson;2043-01-04;Rue Terry Mouchon;84;6042;Charleroi;Lodelinsart;S-KXU-448
eleve;el*6517;Donald;Rogers;2036-12-12;Rue du Nord;3;6180;Courcelles;Courcelles;S-NCQ-981
eleve;el*1954;Thomas;Wise;2041-02-12;Rue des Platicheûs;21;6042;Charleroi;Lodelinsart;S-ZHS-080
eleve;el*942;Thomas;Gardner;2040-12-26;Rue Edmond Yernaux;1 / 025;6061;Charleroi;Montignies-sur-Sambre;S-NVQ-516
eleve;el*7621;Austin;Johnson;2039-09-24;Avenue de l'Europe (CH);56 / 021;6000;Charleroi;Charleroi;S-OQQ-207
eleve;el*4570;Jo;Campbell;2036-08-27;Rue Bois Monceu;121;6061;Charleroi;Montignies-sur-Sambre;S-FLP-433
eleve;el*3492;Kristopher;Tyler;2036-03-18;Rue des Trieux;89;6150;Anderlues;Anderlues;S-FOK-715
eleve;el*2506;Ronald;Ward;2037-12-02;Rue du Rambulant;49;6060;Charleroi;Gilly;S-JFN-376
eleve;el*8072;Amanda;Warner;2040-04-28;Rue Petite Aise;41;6061;Charleroi;Montignies-sur-Sambre;S-NGV-999
eleve;el*5346;Jonathan;Trevino;2038-08-07;Rue de Montigny;86 / 031;6000;Charleroi;Charleroi;S-MMC-201
eleve;el*6366;Nicole;Green;2042-01-30;Rue de la Neuville;3 / 0002;6000;Charleroi;Charleroi;S-TOV-221
eleve;el*7286;Alexandra;Ferguson;2042-02-13;Rue de Florennes;12;6280;Gerpinnes;Gerpinnes;S-LFO-826
eleve;el*658;Amanda;Mcintyre;2040-01-25;Rue Paul Janson (JT);25;6040;Charleroi;Jumet;S-RQC-613
eleve;el*3705;Monique;Ball;2035-04-07;Rue du Pont Bergerand;13;6040;Charleroi;Jumet;S-GUG-725
eleve;el*4249;Kathy;Edwards;2039-10-01;Rue Hubert Bayet;170;6180;Courcelles;Courcelles;S-CGA-226
eleve;el*7926;Nicole;Frank;2040-07-22;Rue de Nalinnes (CT);117;6010;Charleroi;Couillet;S-INF-634
eleve;el*5812;Michael;Jackson;2038-10-22;Avenue Eugène Mascaux;800B6 / /2;6001;Charleroi;Marcinelle;S-XEN-363
eleve;el*1498;David;Solis;2039-06-18;Rue Royale;43 / 011;6030;Charleroi;Marchienne-au-Pont;S-WUZ-691
eleve;el*5886;Jason;Taylor;2038-11-02;Cité Spartacus Huart;27;6180;Courcelles;Courcelles;S-QYK-672
eleve;el*2939;Rachel;Stewart;2035-07-06;Route de Namur;302;6224;Fleurus;Wanfercée-Baulet;S-KUK-011
eleve;el*1309;Richard;Clark;2036-04-22;Avenue Eugène Mascaux;238;6001;Charleroi;Marcinelle;S-ZDA-498
eleve;el*2673;John;Mcdonald;2040-10-22;Rue Vandervelde;23;6041;Charleroi;Gosselies;S-QAO-351
eleve;el*5902;Willie;Kelly;2037-05-08;Rue de Soleilmont (RT);141;6043;Charleroi;Ransart;S-WUM-305
eleve;el*1525;Erin;Harrison;2037-04-07;Route de Trazegnies;742;6031;Charleroi;Monceau-sur-Sambre;S-NWG-282
eleve;el*2928;Regina;Williams;2037-08-07;Rue du Lutia;55;6032;Charleroi;Mont-sur-Marchienne;S-UMR-830
Prof;pr103;Brenda;Smith;2082-07-15;Rue Wilson;1;6220;Fleurus;Fleurus;2-NEN-884
eleve;el*3935;Jack;Davis;2042-03-01;Rue de l'Arbre à Clous;43;6060;Charleroi;Gilly;S-QXO-148
eleve;el*8009;Randall;Gill;2040-06-18;Rue Victor Thomas;17;6200;Châtelet;Châtelineau;S-WQC-436
eleve;el*6405;Joyce;Stuart;2037-09-23;Rue Joseph Vanderick;131;6180;Courcelles;Courcelles;S-HKO-224
eleve;el*6380;Stephanie;Goodman;2040-02-08;Rue du Huit Mai;20;6200;Châtelet;Châtelineau;S-GHT-165
eleve;el*5545;Michael;Nichols;2040-09-21;Rue Nicolas Lancelot;9;6031;Charleroi;Monceau-sur-Sambre;S-QRF-701
eleve;el*7526;Stanley;Simpson;2038-06-11;Rue de Villers;68 / 066;6010;Charleroi;Couillet;S-QOH-213
eleve;el*486;Chad;Patel;2043-03-16;Rue Libotte;9;6183;Courcelles;Trazegnies;S-MBN-269
eleve;el*904;Rachel;Garcia;2040-10-03;Rue de Mons (CH);25 / 055;6000;Charleroi;Charleroi;S-QOX-919
eleve;el*6770;Allison;Wolf;2036-09-26;Rue Herbert Hoover;8;6200;Châtelet;Châtelineau;S-EGL-230
eleve;el*7303;Jennifer;Wheeler;2035-09-15;Rue de Fleurus;238;6200;Châtelet;Châtelet;S-EHR-790
eleve;el*3279;Nathan;Hicks;2038-05-31;Rue Alfred Georges;68;6042;Charleroi;Lodelinsart;S-UHG-367
eleve;el*2087;Sean;Cabrera;2038-12-07;Rue Dagnelies;12;6000;Charleroi;Charleroi;S-KOQ-318
eleve;el*2155;Rebecca;Hill;2040-11-20;Rue de l'Alouette;14 / 022;6000;Charleroi;Charleroi;S-VTG-937
eleve;el*3493;Sally;Cox;2037-03-21;Rue François Reconnu;15;6061;Charleroi;Montignies-sur-Sambre;S-LKO-129
eleve;el*3218;Jonathan;Thompson;2039-11-29;Rue Sainte-Zoé;89;6061;Charleroi;Montignies-sur-Sambre;S-GLR-115
eleve;el*8211;Brittney;Bell;2039-04-29;Rue Trieu Kaisin;261;6061;Charleroi;Montignies-sur-Sambre;S-VIS-179
